%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1542252825910323030,1,103872000,/ndt_map,0.107810869813,-0.0155297927558,0.0168386660516,-0.000796393102373,-0.000415461161425,-0.00728731479205,0.999973043436
1542252826230588771,2,207745000,/ndt_map,0.24047857523,-0.0367628410459,0.0169730521739,-0.00213881872983,-0.000143060999422,-0.0173916614986,0.999846454097
1542252826336918244,3,311874000,/ndt_map,0.375289797783,-0.0578614994884,0.017523996532,-0.00235977009784,6.40954886771e-05,-0.0280455575593,0.999603863575
1542252826642315555,4,415872000,/ndt_map,0.538695991039,-0.113098531961,0.0187610387802,-0.0027826228821,0.00168629571542,-0.0454300483545,0.998962221479
1542252826966659097,5,519999000,/ndt_map,0.770132124424,-0.1808462888,0.0197603404522,-0.00144352692348,0.00290275996917,-0.0652886669961,0.997861146909
1542252827157660867,6,624119000,/ndt_map,0.973422706127,-0.243064120412,0.0279360022396,-0.000380481034729,0.00328724572908,-0.0853138535514,0.996348621448
1542252827359022097,7,728245000,/ndt_map,1.19103562832,-0.313422054052,0.0299854278564,-0.000131528956741,0.00389013771902,-0.106830095212,0.994269679298
1542252827566989931,8,832495000,/ndt_map,1.39932465553,-0.394790053368,0.0177543517202,-0.000500533951746,0.00519940978851,-0.130244074976,0.991468206383
1542252827886210213,9,936621000,/ndt_map,1.64185357094,-0.52450710535,0.00801050662994,0.000404043885752,0.00898458485958,-0.15541009014,0.987809109898
1542252828147823667,10,1040769000,/ndt_map,1.85583341122,-0.637577533722,0.0194723457098,0.00369572424534,0.0122244549591,-0.180465092399,0.98349847067
1542252828351517878,11,1144873000,/ndt_map,2.07678747177,-0.774745702744,0.0264311358333,0.00554123785016,0.014094404748,-0.206649642334,0.978297789915
1542252828702028469,12,1248998000,/ndt_map,2.36564517021,-0.967444002628,0.0240915864706,0.00643044687761,0.0167223396966,-0.235131069098,0.971798545431
1542252829120235706,13,1353147000,/ndt_map,2.56740760803,-1.12191545963,-0.00184753898066,0.00626611269642,0.0192850599818,-0.26285215894,0.964623012853
1542252829485822603,14,1457124000,/ndt_map,2.82492256165,-1.33980154991,-0.00215108552948,0.00781922280572,0.021229026815,-0.291550504262,0.956287866042
1542252829697487127,15,1561124000,/ndt_map,3.05324172974,-1.55781185627,-0.00479312380776,0.00940819191971,0.0221110118343,-0.320301422118,0.947010879084
1542252829878278326,16,1665128000,/ndt_map,3.27652931213,-1.79019665718,-0.0159399937838,0.0107896979873,0.0228039918616,-0.348573867695,0.936941719721
1542252830207179469,17,1768996000,/ndt_map,3.52843546867,-2.08382081985,-0.0332566387951,0.0125265713416,0.0234345535928,-0.376063575577,0.926212757484
1542252830484125779,18,1872875000,/ndt_map,3.73905801773,-2.37516069412,-0.0535128749907,0.0128582974703,0.0238621149678,-0.402480203533,0.915027280424
1542252830788392804,19,1976766000,/ndt_map,3.98333215714,-2.70229816437,-0.0775791630149,0.011775868091,0.0255828054502,-0.428123954009,0.903281100685
1542252830897054652,20,2080499000,/ndt_map,4.22631549835,-3.02911090851,-0.100578695536,0.0121616739534,0.0256085440788,-0.453200163159,0.890957862156
1542252831349718992,21,2184123000,/ndt_map,4.42916440964,-3.41774296761,-0.123327769339,0.0110448427453,0.0274305060192,-0.473326427618,0.880390626137
1542252831565639592,22,2287894000,/ndt_map,4.64462089539,-3.82495331764,-0.140480056405,0.0117063302406,0.0282211467235,-0.49329898862,0.869323111246
1542252831745243574,23,2391499000,/ndt_map,4.86556386948,-4.22209405899,-0.1643050313,0.0112152973605,0.0286888884953,-0.51230975001,0.858248171277
